Age Group,Week,Time Period,Year,Note,State,Avg. Number of Deaths
45-64 years,27,2015-2019,2016,,United States,10207
45-64 years,28,2015-2019,2016,,United States,9942
45-64 years,29,2015-2019,2016,,United States,9991
45-64 years,30,2015-2019,2016,,United States,10141
45-64 years,31,2015-2019,2016,,United States,10093
45-64 years,32,2015-2019,2016,,United States,10101
45-64 years,33,2015-2019,2016,,United States,9875
45-64 years,34,2015-2019,2016,,United States,9829
45-64 years,35,2015-2019,2016,,United States,9924
45-64 years,36,2015-2019,2016,,United States,10279
45-64 years,37,2015-2019,2016,,United States,9917
45-64 years,38,2015-2019,2016,,United States,9873
45-64 years,39,2015-2019,2016,,United States,10021
45-64 years,40,2015-2019,2016,,United States,10390
45-64 years,41,2015-2019,2016,,United States,10241
45-64 years,42,2015-2019,2016,,United States,10008
45-64 years,43,2015-2019,2016,,United States,10056
45-64 years,44,2015-2019,2016,,United States,10051
45-64 years,45,2015-2019,2016,,United States,10338
45-64 years,46,2015-2019,2016,,United States,10407
45-64 years,47,2015-2019,2016,,United States,10331
45-64 years,48,2015-2019,2016,,United States,10618
45-64 years,49,2015-2019,2016,,United States,10617
45-64 years,50,2015-2019,2016,,United States,10776
45-64 years,51,2015-2019,2016,,United States,10844
45-64 years,52,2015-2019,2016,,United States,10943
45-64 years,1,2015-2019,2015,,United States,11363
45-64 years,2,2015-2019,2015,,United States,11248
45-64 years,3,2015-2019,2015,,United States,10758
45-64 years,4,2015-2019,2015,,United States,10580
45-64 years,5,2015-2019,2015,,United States,10866
45-64 years,6,2015-2019,2015,,United States,10470
45-64 years,7,2015-2019,2015,,United States,10764
45-64 years,8,2015-2019,2015,,United States,10529
45-64 years,9,2015-2019,2015,,United States,10832
45-64 years,10,2015-2019,2015,,United States,10705
45-64 years,11,2015-2019,2015,,United States,10514
45-64 years,12,2015-2019,2015,,United States,10215
45-64 years,13,2015-2019,2015,,United States,10304
45-64 years,14,2015-2019,2015,,United States,10431
45-64 years,15,2015-2019,2015,,United States,10158
45-64 years,16,2015-2019,2015,,United States,10030
45-64 years,17,2015-2019,2015,,United States,10101
45-64 years,18,2015-2019,2015,,United States,10246
45-64 years,19,2015-2019,2015,,United States,10269
45-64 years,20,2015-2019,2015,,United States,9804
45-64 years,21,2015-2019,2015,,United States,9969
45-64 years,22,2015-2019,2015,,United States,9910
45-64 years,23,2015-2019,2015,,United States,10015
45-64 years,24,2015-2019,2015,,United States,10087
45-64 years,25,2015-2019,2015,,United States,10064
45-64 years,26,2015-2019,2015,,United States,10007
45-64 years,27,2015-2019,2015,,United States,9963
45-64 years,28,2015-2019,2015,,United States,9941
45-64 years,29,2015-2019,2015,,United States,9798
45-64 years,30,2015-2019,2015,,United States,9900
45-64 years,31,2015-2019,2015,,United States,9919
45-64 years,32,2015-2019,2015,,United States,9797
45-64 years,33,2015-2019,2015,,United States,9920
45-64 years,34,2015-2019,2015,,United States,9829
45-64 years,35,2015-2019,2015,,United States,9994
45-64 years,36,2015-2019,2015,,United States,9816
45-64 years,37,2015-2019,2015,,United States,9884
45-64 years,38,2015-2019,2015,,United States,9877
45-64 years,39,2015-2019,2015,,United States,9861
45-64 years,40,2015-2019,2015,,United States,10210
45-64 years,41,2015-2019,2015,,United States,9874
45-64 years,42,2015-2019,2015,,United States,9983
45-64 years,43,2015-2019,2015,,United States,10080
45-64 years,44,2015-2019,2015,,United States,10076
45-64 years,45,2015-2019,2015,,United States,10214
45-64 years,46,2015-2019,2015,,United States,10067
45-64 years,47,2015-2019,2015,,United States,10065
45-64 years,48,2015-2019,2015,,United States,10324
45-64 years,49,2015-2019,2015,,United States,10471
45-64 years,50,2015-2019,2015,,United States,10120
45-64 years,51,2015-2019,2015,,United States,10413
45-64 years,52,2015-2019,2015,,United States,10286
45-64 years,1,2020,2020,  ,United States,11226
45-64 years,2,2020,2020,  ,United States,11124
45-64 years,3,2020,2020,  ,United States,10956
45-64 years,4,2020,2020,  ,United States,10875
45-64 years,5,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,10828
45-64 years,6,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11077
45-64 years,7,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,10837
45-64 years,8,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,10869
45-64 years,9,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11002
45-64 years,10,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11060
45-64 years,11,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,10806
45-64 years,12,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,10900
45-64 years,13,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11575
45-64 years,14,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13590
45-64 years,15,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14408
45-64 years,16,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13621
45-64 years,17,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13271
45-64 years,18,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12458
45-64 years,19,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12633
45-64 years,20,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12029
45-64 years,21,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11857
45-64 years,22,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11384
45-64 years,23,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11668
45-64 years,24,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11518
45-64 years,25,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11438
45-64 years,26,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11482
45-64 years,27,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12073
45-64 years,28,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12551
45-64 years,29,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12420
45-64 years,30,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12585
45-64 years,31,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12618
45-64 years,32,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12701
45-64 years,33,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12387
45-64 years,34,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12045
45-64 years,35,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11801
45-64 years,36,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11718
45-64 years,37,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11659
45-64 years,38,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11365
45-64 years,39,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11406
45-64 years,40,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11242
45-64 years,41,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11796
45-64 years,42,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11268
45-64 years,43,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11573
45-64 years,44,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11590
45-64 years,45,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12227
45-64 years,46,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12480
45-64 years,47,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12652
45-64 years,48,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12753
45-64 years,49,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13348
45-64 years,50,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14116
45-64 years,51,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14148
45-64 years,52,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14744
45-64 years,53,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14958
45-64 years,1,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15167
45-64 years,2,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,15068
45-64 years,3,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,14529
45-64 years,4,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13940
45-64 years,5,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,13425
45-64 years,6,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12899
45-64 years,7,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,12224
45-64 years,8,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11270
45-64 years,9,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,10445
45-64 years,10,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,9653
45-64 years,11,2021,2021,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,8419
65-74 years,1,2015-2019,2019,  ,United States,11231
65-74 years,2,2015-2019,2019,  ,United States,11370
65-74 years,3,2015-2019,2019,  ,United States,11314
65-74 years,4,2015-2019,2019,  ,United States,11216
65-74 years,5,2015-2019,2019,  ,United States,11204
65-74 years,6,2015-2019,2019,  ,United States,11475
65-74 years,7,2015-2019,2019,  ,United States,11319
65-74 years,8,2015-2019,2019,  ,United States,11265
65-74 years,9,2015-2019,2019,  ,United States,11423
65-74 years,10,2015-2019,2019,  ,United States,11547
65-74 years,11,2015-2019,2019,  ,United States,11341
65-74 years,12,2015-2019,2019,  ,United States,11034
65-74 years,13,2015-2019,2019,  ,United States,10907
65-74 years,14,2015-2019,2019,  ,United States,10916
65-74 years,15,2015-2019,2019,  ,United States,10810
65-74 years,16,2015-2019,2019,  ,United States,10516
65-74 years,17,2015-2019,2019,  ,United States,10533
65-74 years,18,2015-2019,2019,  ,United States,10656
65-74 years,19,2015-2019,2019,  ,United States,10403
65-74 years,20,2015-2019,2019,  ,United States,10409
65-74 years,21,2015-2019,2019,  ,United States,10553
65-74 years,22,2015-2019,2019,  ,United States,10206
65-74 years,23,2015-2019,2019,  ,United States,10360
65-74 years,24,2015-2019,2019,  ,United States,10389
65-74 years,25,2015-2019,2019,  ,United States,10315
65-74 years,26,2015-2019,2019,  ,United States,10199
65-74 years,27,2015-2019,2019,  ,United States,10149
65-74 years,28,2015-2019,2019,  ,United States,10113
65-74 years,29,2015-2019,2019,  ,United States,10194
65-74 years,30,2015-2019,2019,  ,United States,10049
65-74 years,31,2015-2019,2019,  ,United States,10101
65-74 years,32,2015-2019,2019,  ,United States,10066
65-74 years,33,2015-2019,2019,  ,United States,10176
65-74 years,34,2015-2019,2019,  ,United States,10009
65-74 years,35,2015-2019,2019,  ,United States,10163
65-74 years,36,2015-2019,2019,  ,United States,9970
65-74 years,37,2015-2019,2019,  ,United States,10145
65-74 years,38,2015-2019,2019,  ,United States,9989
65-74 years,39,2015-2019,2019,  ,United States,10437
65-74 years,40,2015-2019,2019,  ,United States,10200
65-74 years,41,2015-2019,2019,  ,United States,10405
65-74 years,42,2015-2019,2019,  ,United States,10706
65-74 years,43,2015-2019,2019,  ,United States,10621
65-74 years,44,2015-2019,2019,  ,United States,10468
65-74 years,45,2015-2019,2019,  ,United States,11026
65-74 years,46,2015-2019,2019,  ,United States,10908
65-74 years,47,2015-2019,2019,  ,United States,11164
65-74 years,48,2015-2019,2019,  ,United States,10763
65-74 years,49,2015-2019,2019,  ,United States,11096
65-74 years,50,2015-2019,2019,  ,United States,11016
65-74 years,51,2015-2019,2019,  ,United States,11207
65-74 years,52,2015-2019,2019,  ,United States,11294
65-74 years,1,2015-2019,2018,  ,United States,12292
65-74 years,2,2015-2019,2018,  ,United States,12613
65-74 years,3,2015-2019,2018,  ,United States,12135
65-74 years,4,2015-2019,2018,  ,United States,11526
65-74 years,5,2015-2019,2018,  ,United States,11579
65-74 years,6,2015-2019,2018,  ,United States,11493
65-74 years,7,2015-2019,2018,  ,United States,11357
65-74 years,8,2015-2019,2018,  ,United States,11003
65-74 years,9,2015-2019,2018,  ,United States,10780
65-74 years,10,2015-2019,2018,  ,United States,10913
65-74 years,11,2015-2019,2018,  ,United States,10739
65-74 years,12,2015-2019,2018,  ,United States,10387
65-74 years,13,2015-2019,2018,  ,United States,10398
65-74 years,14,2015-2019,2018,  ,United States,10656
65-74 years,15,2015-2019,2018,  ,United States,10518
65-74 years,16,2015-2019,2018,  ,United States,10501
65-74 years,17,2015-2019,2018,  ,United States,10380
65-74 years,18,2015-2019,2018,  ,United States,10303
65-74 years,19,2015-2019,2018,  ,United States,10000
65-74 years,20,2015-2019,2018,  ,United States,9838
65-74 years,21,2015-2019,2018,  ,United States,9694
65-74 years,22,2015-2019,2018,  ,United States,9959
65-74 years,23,2015-2019,2018,  ,United States,9985
65-74 years,24,2015-2019,2018,  ,United States,9954
65-74 years,25,2015-2019,2018,  ,United States,9853
65-74 years,26,2015-2019,2018,  ,United States,10003
65-74 years,27,2015-2019,2018,  ,United States,9990
65-74 years,28,2015-2019,2018,  ,United States,9834
65-74 years,29,2015-2019,2018,  ,United States,9669
65-74 years,30,2015-2019,2018,  ,United States,9789
65-74 years,31,2015-2019,2018,  ,United States,9813
65-74 years,32,2015-2019,2018,  ,United States,9741
65-74 years,33,2015-2019,2018,  ,United States,9813
65-74 years,34,2015-2019,2018,  ,United States,9872
65-74 years,35,2015-2019,2018,  ,United States,9903
65-74 years,36,2015-2019,2018,  ,United States,9682
65-74 years,37,2015-2019,2018,  ,United States,9890
65-74 years,38,2015-2019,2018,  ,United States,10067
65-74 years,39,2015-2019,2018,  ,United States,10096
65-74 years,40,2015-2019,2018,  ,United States,10206
65-74 years,41,2015-2019,2018,  ,United States,10076
65-74 years,42,2015-2019,2018,  ,United States,10296
65-74 years,43,2015-2019,2018,  ,United States,10345
65-74 years,44,2015-2019,2018,  ,United States,10277
65-74 years,45,2015-2019,2018,  ,United States,10299
65-74 years,46,2015-2019,2018,  ,United States,10575
65-74 years,47,2015-2019,2018,  ,United States,10595
65-74 years,48,2015-2019,2018,  ,United States,10820
65-74 years,49,2015-2019,2018,  ,United States,10819
65-74 years,50,2015-2019,2018,  ,United States,10746
65-74 years,51,2015-2019,2018,  ,United States,10885
65-74 years,52,2015-2019,2018,  ,United States,10902
65-74 years,1,2015-2019,2017,,United States,11095
65-74 years,2,2015-2019,2017,  ,United States,11426
65-74 years,3,2015-2019,2017,  ,United States,10916
65-74 years,4,2015-2019,2017,  ,United States,10790
65-74 years,5,2015-2019,2017,  ,United States,10797
65-74 years,6,2015-2019,2017,  ,United States,11084
65-74 years,7,2015-2019,2017,  ,United States,10783
65-74 years,8,2015-2019,2017,  ,United States,10893
65-74 years,9,2015-2019,2017,  ,United States,10693
65-74 years,10,2015-2019,2017,  ,United States,10671
65-74 years,11,2015-2019,2017,  ,United States,10685
65-74 years,12,2015-2019,2017,  ,United States,10602
65-74 years,13,2015-2019,2017,  ,United States,10500
65-74 years,14,2015-2019,2017,  ,United States,10397
65-74 years,15,2015-2019,2017,  ,United States,10259
65-74 years,16,2015-2019,2017,  ,United States,10060
65-74 years,17,2015-2019,2017,  ,United States,10082
65-74 years,18,2015-2019,2017,  ,United States,10064
65-74 years,19,2015-2019,2017,  ,United States,9994
65-74 years,20,2015-2019,2017,  ,United States,9787
65-74 years,21,2015-2019,2017,  ,United States,9782
65-74 years,22,2015-2019,2017,  ,United States,9560
65-74 years,23,2015-2019,2017,  ,United States,9705
65-74 years,24,2015-2019,2017,  ,United States,9626
65-74 years,25,2015-2019,2017,  ,United States,9856
65-74 years,26,2015-2019,2017,  ,United States,9726
65-74 years,27,2015-2019,2017,  ,United States,9773
65-74 years,28,2015-2019,2017,  ,United States,9542
65-74 years,29,2015-2019,2017,  ,United States,9722
65-74 years,30,2015-2019,2017,  ,United States,9467
65-74 years,31,2015-2019,2017,  ,United States,9560
65-74 years,32,2015-2019,2017,  ,United States,9645
65-74 years,33,2015-2019,2017,  ,United States,9669
65-74 years,34,2015-2019,2017,  ,United States,9286
65-74 years,35,2015-2019,2017,  ,United States,9852
65-74 years,36,2015-2019,2017,  ,United States,9753
65-74 years,37,2015-2019,2017,  ,United States,9941
65-74 years,38,2015-2019,2017,  ,United States,9757
65-74 years,39,2015-2019,2017,  ,United States,9805
65-74 years,40,2015-2019,2017,  ,United States,9786
65-74 years,41,2015-2019,2017,  ,United States,9817
65-74 years,42,2015-2019,2017,  ,United States,10023
65-74 years,43,2015-2019,2017,  ,United States,10029
65-74 years,44,2015-2019,2017,  ,United States,10292
65-74 years,45,2015-2019,2017,  ,United States,10298
65-74 years,46,2015-2019,2017,  ,United States,10220
65-74 years,47,2015-2019,2017,  ,United States,10374
65-74 years,48,2015-2019,2017,  ,United States,10567
65-74 years,49,2015-2019,2017,  ,United States,10662
65-74 years,50,2015-2019,2017,  ,United States,10800
65-74 years,51,2015-2019,2017,  ,United States,11169
65-74 years,52,2015-2019,2017,  ,United States,11766
65-74 years,1,2015-2019,2016,,United States,10267
65-74 years,2,2015-2019,2016,,United States,10185
65-74 years,3,2015-2019,2016,,United States,10113
65-74 years,4,2015-2019,2016,,United States,10133
65-74 years,5,2015-2019,2016,,United States,10026
65-74 years,6,2015-2019,2016,,United States,10326
65-74 years,7,2015-2019,2016,,United States,10358
65-74 years,8,2015-2019,2016,,United States,10213
65-74 years,9,2015-2019,2016,,United States,10404
65-74 years,10,2015-2019,2016,,United States,10426
65-74 years,11,2015-2019,2016,,United States,10048
65-74 years,12,2015-2019,2016,,United States,10275
65-74 years,13,2015-2019,2016,,United States,10201
65-74 years,14,2015-2019,2016,,United States,10064
65-74 years,15,2015-2019,2016,,United States,10167
65-74 years,16,2015-2019,2016,,United States,9826
65-74 years,17,2015-2019,2016,,United States,9682
65-74 years,18,2015-2019,2016,,United States,9693
65-74 years,19,2015-2019,2016,,United States,9471
65-74 years,20,2015-2019,2016,,United States,9469
65-74 years,21,2015-2019,2016,,United States,9421
65-74 years,22,2015-2019,2016,,United States,9361
65-74 years,23,2015-2019,2016,,United States,9486
65-74 years,24,2015-2019,2016,,United States,9514
65-74 years,25,2015-2019,2016,,United States,9342
65-74 years,26,2015-2019,2016,,United States,9255
65-74 years,27,2015-2019,2016,,United States,9363
65-74 years,28,2015-2019,2016,,United States,9290
65-74 years,29,2015-2019,2016,,United States,9199
65-74 years,30,2015-2019,2016,,United States,9484
65-74 years,31,2015-2019,2016,,United States,9468
65-74 years,32,2015-2019,2016,,United States,9387
65-74 years,33,2015-2019,2016,,United States,9514
65-74 years,34,2015-2019,2016,,United States,9360
65-74 years,35,2015-2019,2016,,United States,9398
65-74 years,36,2015-2019,2016,,United States,9305
65-74 years,37,2015-2019,2016,,United States,9367
65-74 years,38,2015-2019,2016,,United States,9418
65-74 years,39,2015-2019,2016,,United States,9282
65-74 years,40,2015-2019,2016,,United States,9552
65-74 years,41,2015-2019,2016,,United States,9681
65-74 years,42,2015-2019,2016,,United States,9582
65-74 years,43,2015-2019,2016,,United States,9743
65-74 years,44,2015-2019,2016,,United States,9672
65-74 years,45,2015-2019,2016,,United States,9750
65-74 years,46,2015-2019,2016,,United States,10037
65-74 years,47,2015-2019,2016,,United States,9820
65-74 years,48,2015-2019,2016,,United States,10221
65-74 years,49,2015-2019,2016,,United States,10408
65-74 years,50,2015-2019,2016,,United States,10663
65-74 years,51,2015-2019,2016,,United States,10649
65-74 years,52,2015-2019,2016,,United States,10656
65-74 years,1,2015-2019,2015,,United States,10711
65-74 years,2,2015-2019,2015,,United States,10552
65-74 years,3,2015-2019,2015,,United States,10070
65-74 years,4,2015-2019,2015,,United States,10112
65-74 years,5,2015-2019,2015,,United States,10077
65-74 years,6,2015-2019,2015,,United States,10346
65-74 years,7,2015-2019,2015,,United States,9980
65-74 years,8,2015-2019,2015,,United States,10072
65-74 years,9,2015-2019,2015,,United States,10164
65-74 years,10,2015-2019,2015,,United States,9925
65-74 years,11,2015-2019,2015,,United States,9937
65-74 years,12,2015-2019,2015,,United States,9586
65-74 years,13,2015-2019,2015,,United States,9695
65-74 years,14,2015-2019,2015,,United States,9798
65-74 years,15,2015-2019,2015,,United States,9615
65-74 years,16,2015-2019,2015,,United States,9534
65-74 years,17,2015-2019,2015,,United States,9257
65-74 years,18,2015-2019,2015,,United States,9411
65-74 years,19,2015-2019,2015,,United States,9323
65-74 years,20,2015-2019,2015,,United States,9032
65-74 years,21,2015-2019,2015,,United States,9212
65-74 years,22,2015-2019,2015,,United States,8900
65-74 years,23,2015-2019,2015,,United States,9156
65-74 years,24,2015-2019,2015,,United States,8972
65-74 years,25,2015-2019,2015,,United States,9094
65-74 years,26,2015-2019,2015,,United States,9000
65-74 years,27,2015-2019,2015,,United States,9040
65-74 years,28,2015-2019,2015,,United States,9126
65-74 years,29,2015-2019,2015,,United States,8905
65-74 years,30,2015-2019,2015,,United States,8900
65-74 years,31,2015-2019,2015,,United States,8868
65-74 years,32,2015-2019,2015,,United States,8781
65-74 years,33,2015-2019,2015,,United States,9026
65-74 years,34,2015-2019,2015,,United States,8969
65-74 years,35,2015-2019,2015,,United States,9002
65-74 years,36,2015-2019,2015,,United States,9137
65-74 years,37,2015-2019,2015,,United States,9274
65-74 years,38,2015-2019,2015,,United States,9118
65-74 years,39,2015-2019,2015,,United States,9133
65-74 years,40,2015-2019,2015,,United States,9544
65-74 years,41,2015-2019,2015,,United States,9295
65-74 years,42,2015-2019,2015,,United States,9346
65-74 years,43,2015-2019,2015,,United States,9362
65-74 years,44,2015-2019,2015,,United States,9562
65-74 years,45,2015-2019,2015,,United States,9403
65-74 years,46,2015-2019,2015,,United States,9587
65-74 years,47,2015-2019,2015,,United States,9527
65-74 years,48,2015-2019,2015,,United States,9574
65-74 years,49,2015-2019,2015,,United States,10021
65-74 years,50,2015-2019,2015,,United States,9634
65-74 years,51,2015-2019,2015,,United States,9757
65-74 years,52,2015-2019,2015,,United States,9736
65-74 years,1,2020,2020,  ,United States,11795
65-74 years,2,2020,2020,  ,United States,12087
65-74 years,3,2020,2020,  ,United States,11749
65-74 years,4,2020,2020,  ,United States,11794
65-74 years,5,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11670
65-74 years,6,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11632
65-74 years,7,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11631
65-74 years,8,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11582
65-74 years,9,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11715
65-74 years,10,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11799
65-74 years,11,2020,2020,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",United States,11741
